연번,성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
6224,남자,1,30,0.054,2020-01-20 0:47,서울마포경찰서
6225,남자,1,30,0.043,2020-01-20 0:53,공주경찰서
6226,남자,1,53,0.071,2020-01-20 0:53,부산동래경찰서
6227,남자,1,24,0.07,2020-01-20 0:53,공주경찰서
6228,남자,1,39,0.08,2020-01-20 1:01,아산경찰서
6229,남자,1,26,0.072,2020-01-20 1:04,서울중랑경찰서
6230,남자,1,31,0.069,2020-01-20 1:07,김해서부경찰서
6231,남자,1,36,0.03,2020-01-20 1:13,원주경찰서
6232,남자,1,50,0.139,2020-01-20 1:18,수원남부경찰서
6233,남자,1,58,0.092,2020-01-20 1:19,홍천경찰서
6234,남자,1,23,0.178,2020-01-20 1:23,보은경찰서
6235,남자,1,30,0.149,2020-01-20 1:27,영암경찰서
6236,남자,1,23,0.171,2020-01-20 1:30,포항북부경찰서
6237,남자,1,42,0.173,2020-01-20 1:34,오산경찰서
6238,남자,1,63,0.114,2020-01-20 1:57,하남경찰서
6239,남자,1,46,0.053,2020-01-20 1:58,서울구로경찰서
6240,여자,1,40,0.108,2020-01-20 2:03,의왕경찰서
6241,남자,1,48,0.204,2020-01-20 2:12,김포경찰서
6242,남자,1,58,0.137,2020-01-20 2:22,동해경찰서
6243,여자,1,27,0.031,2020-01-20 2:26,부산진경찰서
6244,여자,1,31,0.193,2020-01-20 2:27,제주동부경찰서
6245,남자,1,29,0.072,2020-01-20 2:32,부천원미경찰서
6246,여자,1,43,0.143,2020-01-20 2:32,포천경찰서
6247,남자,1,31,0.088,2020-01-20 2:36,광주서부경찰서
6248,남자,1,27,0.104,2020-01-20 2:42,진해경찰서
6249,남자,1,29,0.24,2020-01-20 2:48,서울강서경찰서
6250,남자,1,33,0.194,2020-01-20 3:00,인천계양경찰서
6251,남자,1,23,0.159,2020-01-20 3:07,강릉경찰서
6252,여자,1,40,0.116,2020-01-20 3:08,부산북부경찰서
6253,남자,1,33,0.126,2020-01-20 3:11,광주남부경찰서
6254,남자,1,33,측정거부,2020-01-20 3:12,철원경찰서
6255,남자,1,34,측정거부,2020-01-20 3:20,속초경찰서
6256,남자,1,46,0.077,2020-01-20 3:32,대전대덕경찰서
6257,남자,1,32,0.075,2020-01-20 3:35,대구수성경찰서
6258,남자,1,65,0.101,2020-01-20 3:39,인천논현경찰서
6259,남자,1,25,0.04,2020-01-20 3:40,인천서부경찰서
6260,여자,1,52,0.129,2020-01-20 3:42,대전둔산경찰서
6261,남자,1,54,0.179,2020-01-20 3:43,광주북부경찰서
6262,남자,1,37,0.113,2020-01-20 4:20,예산경찰서
6263,남자,1,39,0.17,2020-01-20 4:21,일산동부경찰서
6264,남자,1,29,0.149,2020-01-20 4:22,서울관악경찰서
6265,남자,1,38,0.105,2020-01-20 4:47,평택경찰서
6266,남자,1,37,0.155,2020-01-20 4:48,수원남부경찰서
6267,남자,1,19,0.03,2020-01-20 4:52,수원남부경찰서
6268,남자,1,45,0.091,2020-01-20 5:00,군포경찰서
6269,남자,1,25,0.094,2020-01-20 5:07,공주경찰서
6270,남자,1,39,측정거부,2020-01-20 5:19,서울구로경찰서
6271,남자,1,29,측정거부,2020-01-20 5:30,용인동부경찰서
6272,남자,1,38,0.198,2020-01-20 5:38,서울서부경찰서
6273,남자,1,24,0.187,2020-01-20 5:38,광주서부경찰서
6274,불명,1,불명,측정거부,2020-01-20 5:40,용인동부경찰서
6275,남자,1,35,0.082,2020-01-20 5:43,광양경찰서
6276,여자,1,27,0.091,2020-01-20 5:45,아산경찰서
6277,여자,1,55,측정거부,2020-01-20 5:57,의정부경찰서
6278,남자,1,24,0.139,2020-01-20 6:18,일산동부경찰서
6279,남자,1,57,0.058,2020-01-20 6:40,인천서부경찰서
6280,남자,1,39,0.106,2020-01-20 7:10,마산중부경찰서
6281,남자,1,60,0.075,2020-01-20 7:13,구리경찰서
6282,남자,1,22,0.068,2020-01-20 7:17,마산중부경찰서
6283,남자,1,18,0.095,2020-01-20 7:26,광주광산경찰서
6284,남자,1,34,0.166,2020-01-20 7:29,서울금천경찰서
6285,남자,1,36,0.135,2020-01-20 7:50,서울강서경찰서
6286,여자,1,45,0.073,2020-01-20 8:24,청주청원경찰서
6287,남자,1,28,0.048,2020-01-20 8:29,서울강남경찰서
6288,남자,1,29,0.064,2020-01-20 8:38,청주청원경찰서
6289,남자,1,26,0.176,2020-01-20 9:12,세종경찰서
6290,남자,1,64,0.044,2020-01-20 9:39,창원서부경찰서
6291,여자,1,42,0.037,2020-01-20 9:47,시흥경찰서
6292,남자,1,27,0.064,2020-01-20 9:48,인천남동경찰서
6293,남자,1,22,0.091,2020-01-20 9:48,세종경찰서
6294,남자,1,49,0.071,2020-01-20 9:52,울산남부경찰서
6295,남자,1,35,0.079,2020-01-20 9:58,김포경찰서
6296,남자,1,51,0.044,2020-01-20 10:04,울산남부경찰서
6297,남자,1,62,0.03,2020-01-20 10:11,울산남부경찰서
6298,남자,1,34,0.031,2020-01-20 10:22,통영경찰서
6299,여자,1,47,0.064,2020-01-20 10:43,남양주경찰서
6300,남자,1,42,0.035,2020-01-20 10:55,통영경찰서
6301,남자,1,18,0.057,2020-01-20 11:04,부산북부경찰서
6302,남자,1,31,0.041,2020-01-20 11:27,대구남부경찰서
6303,남자,1,46,0.258,2020-01-20 12:01,거제경찰서
6304,남자,1,50,0.059,2020-01-20 12:05,평택경찰서
6305,남자,1,42,0.172,2020-01-20 12:22,인천서부경찰서
6306,남자,1,38,0.046,2020-01-20 12:39,용인동부경찰서
6307,남자,1,65,0.052,2020-01-20 12:45,부여경찰서
6308,남자,1,52,측정거부,2020-01-20 13:01,칠곡경찰서
6309,여자,1,57,0.186,2020-01-20 13:18,서울서초경찰서
6310,남자,1,24,0.066,2020-01-20 13:22,춘천경찰서
6311,남자,1,45,0.113,2020-01-20 13:25,울산남부경찰서
6312,남자,1,59,0.094,2020-01-20 13:44,양주경찰서
6313,남자,1,63,0.111,2020-01-20 13:49,창녕경찰서
6314,남자,1,69,0.066,2020-01-20 13:53,칠곡경찰서
6315,남자,1,44,0.043,2020-01-20 13:57,진주경찰서
6316,남자,1,37,0.041,2020-01-20 14:16,포천경찰서
6317,여자,1,40,0.079,2020-01-20 14:17,대구달성경찰서
6318,여자,1,54,0.053,2020-01-20 14:39,울산울주경찰서
6319,여자,1,36,0.336,2020-01-20 14:40,청주상당경찰서
6320,남자,1,54,0.064,2020-01-20 15:18,대구서부경찰서
6321,남자,1,34,0.12,2020-01-20 15:25,울산중부경찰서
6322,남자,1,47,0.076,2020-01-20 15:31,창원중부경찰서
6323,여자,1,41,0.168,2020-01-20 15:36,동해경찰서
6324,남자,1,57,0.088,2020-01-20 15:39,포천경찰서
6325,남자,1,64,0.124,2020-01-20 15:47,창녕경찰서
6326,남자,1,53,0.113,2020-01-20 15:51,익산경찰서
6327,남자,1,50,0.065,2020-01-20 15:54,고흥경찰서
6328,여자,1,41,0.122,2020-01-20 15:58,마산중부경찰서
6329,남자,1,53,0.192,2020-01-20 16:30,청주흥덕경찰서
6330,남자,1,72,0.126,2020-01-20 16:39,영주경찰서
6331,남자,1,57,0.098,2020-01-20 16:40,서울구로경찰서
6332,남자,1,60,0.109,2020-01-20 16:58,영주경찰서
6333,남자,1,57,0.198,2020-01-20 17:08,양산경찰서
6334,남자,1,61,0.067,2020-01-20 17:25,남양주경찰서
6335,여자,1,43,0.062,2020-01-20 17:54,원주경찰서
6336,남자,1,44,0.156,2020-01-20 18:25,수원서부경찰서
6337,남자,1,54,측정거부,2020-01-20 18:35,수원중부경찰서
6338,남자,1,50,0.186,2020-01-20 18:37,안산단원경찰서
6339,남자,1,51,0.113,2020-01-20 19:03,대전유성경찰서
6340,남자,1,52,0.18,2020-01-20 19:09,영주경찰서
6341,남자,1,56,0.157,2020-01-20 19:09,목포경찰서
6342,남자,1,42,0.038,2020-01-20 19:43,서울영등포경찰서
6343,남자,1,65,0.101,2020-01-20 19:52,서천경찰서
6344,남자,1,68,0.095,2020-01-20 19:53,부천소사경찰서
6345,남자,1,50,0.14,2020-01-20 20:10,대구달성경찰서
6346,여자,1,39,0.06,2020-01-20 20:19,당진경찰서
6347,여자,1,49,0.058,2020-01-20 20:20,밀양경찰서
6348,남자,1,66,0.107,2020-01-20 20:30,아산경찰서
6349,남자,1,53,0.097,2020-01-20 20:34,홍천경찰서
6350,남자,1,56,0.085,2020-01-20 20:36,사천경찰서
6351,여자,1,60,0.087,2020-01-20 20:36,부천원미경찰서
6352,남자,1,51,0.067,2020-01-20 20:37,제주서부경찰서
6353,여자,1,56,0.112,2020-01-20 20:50,예산경찰서
6354,남자,1,30,0.118,2020-01-20 20:52,부산금정경찰서
6355,남자,1,36,0.032,2020-01-20 20:59,양주경찰서
6356,남자,1,49,0.037,2020-01-20 21:00,정읍경찰서
6357,여자,1,44,0.065,2020-01-20 21:01,인천중부경찰서
6358,남자,1,57,0.124,2020-01-20 21:04,고흥경찰서
6359,남자,1,44,0.107,2020-01-20 21:04,거제경찰서
6360,남자,1,49,0.063,2020-01-20 21:08,평택경찰서
6361,남자,1,37,0.112,2020-01-20 21:10,서울양천경찰서
6362,남자,1,60,0.06,2020-01-20 21:19,평택경찰서
6363,남자,1,55,0.065,2020-01-20 21:21,대전중부경찰서
6364,여자,1,46,0.154,2020-01-20 21:22,화성서부경찰서
6365,남자,1,25,0.155,2020-01-20 21:25,서산경찰서
6366,여자,1,64,0.064,2020-01-20 21:26,구리경찰서
6367,남자,1,62,0.032,2020-01-20 21:27,고흥경찰서
6368,남자,1,66,0.049,2020-01-20 21:32,울산동부경찰서
6369,남자,1,34,0.073,2020-01-20 21:32,음성경찰서
6370,남자,1,48,0.088,2020-01-20 21:37,포항북부경찰서
6371,남자,1,60,측정거부,2020-01-20 21:37,서울송파경찰서
6372,남자,1,45,0.098,2020-01-20 21:41,전주완산경찰서
6373,남자,1,49,0.104,2020-01-20 21:43,대전중부경찰서
6374,여자,1,51,0.03,2020-01-20 21:44,포항북부경찰서
6375,남자,1,32,0.035,2020-01-20 21:46,수원서부경찰서
6376,남자,1,63,0.047,2020-01-20 21:46,영광경찰서
6377,남자,1,35,0.075,2020-01-20 21:47,광주서부경찰서
6378,남자,1,42,0.078,2020-01-20 21:49,아산경찰서
6379,남자,1,33,0.181,2020-01-20 21:49,구미경찰서
6380,남자,1,35,0.108,2020-01-20 21:50,대전동부경찰서
6381,여자,1,51,0.052,2020-01-20 21:53,음성경찰서
6382,남자,1,34,측정거부,2020-01-20 21:55,부산진경찰서
6383,남자,1,46,0.1,2020-01-20 22:00,홍성경찰서
6384,남자,1,29,0.086,2020-01-20 22:00,포천경찰서
6385,남자,1,27,0.035,2020-01-20 22:02,평택경찰서
6386,남자,1,49,0.151,2020-01-20 22:08,구미경찰서
6387,남자,1,34,0.11,2020-01-20 22:11,광주광산경찰서
6388,남자,1,54,0.093,2020-01-20 22:13,평택경찰서
6389,남자,1,61,0.039,2020-01-20 22:15,구리경찰서
6390,남자,1,26,0.129,2020-01-20 22:17,포천경찰서
6391,남자,1,45,0.104,2020-01-20 22:18,청주청원경찰서
6392,남자,1,47,0.087,2020-01-20 22:18,울산중부경찰서
6393,여자,1,49,0.063,2020-01-20 22:20,용인동부경찰서
6394,남자,1,54,측정거부,2020-01-20 22:20,서울종암경찰서
6395,남자,1,29,0.03,2020-01-20 22:21,제주서부경찰서
6396,남자,1,30,0.032,2020-01-20 22:21,대전동부경찰서
6397,여자,1,39,0.058,2020-01-20 22:23,이천경찰서
6398,남자,1,63,0.121,2020-01-20 22:24,광명경찰서
6399,남자,1,51,0.097,2020-01-20 22:24,전주완산경찰서
6400,남자,1,61,0.039,2020-01-20 22:25,평택경찰서
6401,남자,1,41,0.056,2020-01-20 22:25,통영경찰서
6402,남자,1,43,0.051,2020-01-20 22:26,고양경찰서
6403,여자,1,50,0.059,2020-01-20 22:26,성주경찰서
6404,남자,1,32,0.191,2020-01-20 22:29,아산경찰서
6405,남자,1,52,0.081,2020-01-20 22:32,여수경찰서
6406,남자,1,43,0.112,2020-01-20 22:32,제주동부경찰서
6407,남자,1,53,0.037,2020-01-20 22:32,이천경찰서
6408,남자,1,27,0.102,2020-01-20 22:34,광주광산경찰서
6409,남자,1,66,0.152,2020-01-20 22:34,인천남동경찰서
6410,남자,1,25,0.051,2020-01-20 22:36,파주경찰서
6411,남자,1,50,0.101,2020-01-20 22:36,제주서부경찰서
6412,여자,1,32,0.054,2020-01-20 22:37,대전서부경찰서
6413,남자,1,56,0.037,2020-01-20 22:39,포천경찰서
6414,여자,1,44,0.135,2020-01-20 22:40,광주광산경찰서
6415,남자,1,24,0.114,2020-01-20 22:40,목포경찰서
6416,남자,1,46,0.107,2020-01-20 22:41,인천연수경찰서
6417,여자,1,50,0.055,2020-01-20 22:43,고양경찰서
6418,남자,1,42,0.04,2020-01-20 22:43,서울수서경찰서
6419,남자,1,29,0.143,2020-01-20 22:44,안산단원경찰서
6420,남자,1,23,측정거부,2020-01-20 22:45,김천경찰서
6421,남자,1,52,0.05,2020-01-20 22:47,속초경찰서
6422,남자,1,47,0.054,2020-01-20 22:50,서울성동경찰서
6423,남자,1,45,0.161,2020-01-20 22:50,여수경찰서
6424,여자,1,24,0.125,2020-01-20 22:54,울산남부경찰서
6425,남자,1,35,0.083,2020-01-20 22:55,대전동부경찰서
6426,남자,1,34,0.072,2020-01-20 22:59,서울관악경찰서
6427,남자,1,31,0.034,2020-01-20 23:02,울산울주경찰서
6428,여자,1,28,0.069,2020-01-20 23:02,서울송파경찰서
6429,남자,1,47,0.167,2020-01-20 23:03,동두천경찰서
6430,남자,1,42,0.09,2020-01-20 23:03,대전대덕경찰서
6431,남자,1,25,0.048,2020-01-20 23:05,안양만안경찰서
6432,남자,1,38,0.041,2020-01-20 23:05,서울용산경찰서
6433,남자,1,47,0.067,2020-01-20 23:05,울산남부경찰서
6434,여자,1,45,0.061,2020-01-20 23:06,수원중부경찰서
6435,남자,1,34,0.085,2020-01-20 23:09,대전둔산경찰서
6436,남자,1,42,0.106,2020-01-20 23:10,울산중부경찰서
6437,남자,1,38,0.139,2020-01-20 23:12,양산경찰서
6438,남자,1,48,0.17,2020-01-20 23:14,광주북부경찰서
6439,남자,1,54,0.063,2020-01-20 23:15,시흥경찰서
6440,남자,1,38,0.096,2020-01-20 23:18,화성동탄경찰서
6441,남자,1,50,0.072,2020-01-20 23:19,김포경찰서
6442,남자,1,37,0.114,2020-01-20 23:20,광주광산경찰서
6443,남자,1,37,0.176,2020-01-20 23:20,구미경찰서
6444,남자,1,51,0.247,2020-01-20 23:21,천안서북경찰서
6445,여자,1,23,0.126,2020-01-20 23:21,부산동부경찰서
6446,남자,1,32,0.085,2020-01-20 23:22,대전대덕경찰서
6447,남자,1,42,0.037,2020-01-20 23:23,파주경찰서
6448,남자,1,51,0.125,2020-01-20 23:23,일산서부경찰서
6449,남자,1,36,0.04,2020-01-20 23:25,김해중부경찰서
6450,남자,1,42,0.047,2020-01-20 23:26,수원남부경찰서
6451,남자,1,29,0.081,2020-01-20 23:27,괴산경찰서
6452,남자,1,43,0.082,2020-01-20 23:31,홍성경찰서
6453,남자,1,53,0.101,2020-01-20 23:31,수원남부경찰서
6454,남자,1,54,0.11,2020-01-20 23:31,시흥경찰서
6455,남자,1,46,0.094,2020-01-20 23:32,파주경찰서
6456,남자,1,37,0.079,2020-01-20 23:35,서울서대문경찰서
6457,남자,1,33,0.067,2020-01-20 23:37,서울방배경찰서
6458,남자,1,30,0.107,2020-01-20 23:37,안산상록경찰서
6459,남자,1,38,0.138,2020-01-20 23:37,대전유성경찰서
6460,남자,1,26,0.055,2020-01-20 23:40,구미경찰서
6461,남자,1,35,0.079,2020-01-20 23:41,성남중원경찰서
6462,남자,1,38,0.109,2020-01-20 23:46,아산경찰서
6463,남자,1,58,0.107,2020-01-20 23:46,순천경찰서
6464,남자,1,59,0.09,2020-01-20 23:47,태안경찰서
6465,남자,1,32,0.089,2020-01-20 23:48,평택경찰서
6466,남자,1,30,0.129,2020-01-20 23:49,서울송파경찰서
6467,남자,1,26,0.054,2020-01-20 23:49,순천경찰서
6468,남자,1,20,0.135,2020-01-20 23:52,파주경찰서
6469,남자,1,38,0.042,2020-01-20 23:53,수원중부경찰서
6470,남자,1,44,0.17,2020-01-20 23:53,용인서부경찰서
6471,남자,1,43,0.155,2020-01-20 23:54,수원남부경찰서
6472,남자,1,32,0.062,2020-01-20 23:55,대구수성경찰서
6473,남자,1,43,0.038,2020-01-20 23:57,대전유성경찰서
6474,남자,1,21,0.035,2020-01-20 23:59,김해서부경찰서
6475,남자,1,26,0.077,2020-01-21 0:00,부천원미경찰서
6476,남자,1,33,0.038,2020-01-21 0:03,광주북부경찰서
6477,남자,1,34,0.232,2020-01-21 0:04,수원중부경찰서
6478,남자,1,33,0.189,2020-01-21 0:04,부산진경찰서
6479,남자,1,36,0.197,2020-01-21 0:05,대전유성경찰서
6480,남자,1,29,0.126,2020-01-21 0:05,창녕경찰서
6481,여자,1,30,0.131,2020-01-21 0:06,분당경찰서
6482,남자,1,49,0.031,2020-01-21 0:07,문경경찰서
6483,남자,1,54,측정거부,2020-01-21 0:07,서울구로경찰서
6484,남자,1,37,0.146,2020-01-21 0:07,인천미추홀경찰서
6485,남자,1,40,0.054,2020-01-21 0:10,분당경찰서
6486,남자,1,49,0.109,2020-01-21 0:13,오산경찰서
6487,남자,1,49,0.103,2020-01-21 0:13,부산동래경찰서
6488,남자,1,38,0.124,2020-01-21 0:18,수원남부경찰서
6489,남자,1,36,0.134,2020-01-21 0:27,인천중부경찰서
6490,남자,1,39,0.129,2020-01-21 0:28,강릉경찰서
6491,남자,1,33,0.122,2020-01-21 0:28,양산경찰서
6492,남자,1,54,0.117,2020-01-21 0:29,광주남부경찰서
6493,남자,1,40,0.174,2020-01-21 0:32,제주서부경찰서
6494,남자,1,36,0.036,2020-01-21 0:34,김해서부경찰서
6495,남자,1,27,0.119,2020-01-21 0:40,서울마포경찰서
6496,여자,1,42,0.15,2020-01-21 0:43,대전유성경찰서
6497,남자,1,40,0.07,2020-01-21 0:46,여주경찰서
6498,남자,1,38,0.162,2020-01-21 0:49,시흥경찰서
6499,여자,1,40,0.092,2020-01-21 0:51,양산경찰서
6500,여자,1,47,0.119,2020-01-21 0:51,서울관악경찰서
6501,남자,1,50,0.065,2020-01-21 0:51,시흥경찰서
6502,남자,1,63,0.062,2020-01-21 0:58,이천경찰서
6503,남자,1,38,0.085,2020-01-21 0:58,서울동작경찰서
6504,남자,1,51,0.077,2020-01-21 0:59,청주흥덕경찰서
6505,남자,1,29,0.125,2020-01-21 0:59,파주경찰서
6506,남자,1,39,0.097,2020-01-21 1:01,남양주경찰서
6507,남자,1,23,0.045,2020-01-21 1:05,영양경찰서
6508,남자,1,41,0.117,2020-01-21 1:07,일산동부경찰서
6509,남자,1,32,0.047,2020-01-21 1:09,인천남동경찰서
6510,여자,1,21,0.069,2020-01-21 1:14,안동경찰서
6511,남자,1,55,0.118,2020-01-21 1:16,광주북부경찰서
6512,남자,1,30,0.057,2020-01-21 1:21,일산동부경찰서
6513,남자,1,43,0.145,2020-01-21 1:23,서울노원경찰서
6514,남자,1,36,0.042,2020-01-21 1:29,부산남부경찰서
6515,여자,1,49,0.118,2020-01-21 1:32,진주경찰서
6516,남자,1,44,0.113,2020-01-21 1:34,서울동대문경찰서
6517,남자,1,56,0.121,2020-01-21 1:34,수원남부경찰서
6518,남자,1,26,0.155,2020-01-21 1:39,서울관악경찰서
6519,남자,1,27,0.155,2020-01-21 1:43,수원남부경찰서
6520,남자,1,28,0.224,2020-01-21 1:45,제천경찰서
6521,여자,1,44,0.047,2020-01-21 1:52,대구수성경찰서
6522,남자,1,38,0.1,2020-01-21 1:53,광주경찰서
6523,남자,1,40,0.113,2020-01-21 1:56,광양경찰서
6524,남자,1,24,0.158,2020-01-21 2:00,용인서부경찰서
6525,남자,1,24,0.109,2020-01-21 2:00,안산단원경찰서
6526,남자,1,63,0.171,2020-01-21 2:05,시흥경찰서
6527,남자,1,26,0.086,2020-01-21 2:06,의정부경찰서
6528,남자,1,19,0.076,2020-01-21 2:11,고흥경찰서
6529,남자,1,45,0.093,2020-01-21 2:14,함평경찰서
6530,남자,1,37,0.08,2020-01-21 2:20,대구수성경찰서
6531,남자,1,43,0.065,2020-01-21 2:22,분당경찰서
6532,여자,1,45,0.056,2020-01-21 2:22,포항남부경찰서
6533,남자,1,38,0.203,2020-01-21 2:24,부산진경찰서
6534,남자,1,59,0.228,2020-01-21 2:27,파주경찰서
6535,남자,1,29,0.081,2020-01-21 2:31,대구수성경찰서
6536,남자,1,46,0.13,2020-01-21 2:33,서울중랑경찰서
6537,남자,1,38,0.083,2020-01-21 2:45,완주경찰서
6538,남자,1,39,0.133,2020-01-21 2:56,창원서부경찰서
6539,여자,1,41,0.076,2020-01-21 2:58,인천미추홀경찰서
6540,남자,1,18,0.113,2020-01-21 3:03,의정부경찰서
6541,남자,1,17,0.067,2020-01-21 3:14,목포경찰서
6542,남자,1,46,0.075,2020-01-21 3:20,울산중부경찰서
6543,남자,1,33,0.18,2020-01-21 3:20,목포경찰서
6544,남자,1,47,0.098,2020-01-21 3:20,서울강남경찰서
6545,남자,1,18,0.066,2020-01-21 3:21,파주경찰서
6546,남자,1,45,0.087,2020-01-21 3:28,부산금정경찰서
6547,남자,1,44,0.165,2020-01-21 3:28,수원남부경찰서
6548,남자,1,40,0.074,2020-01-21 3:30,서울동작경찰서
6549,남자,1,45,0.081,2020-01-21 3:31,서울동대문경찰서
6550,여자,1,31,0.103,2020-01-21 3:34,서울강남경찰서
6551,남자,1,24,0.116,2020-01-21 3:36,광양경찰서
6552,남자,1,53,0.088,2020-01-21 3:45,대구동부경찰서
6553,남자,1,29,0.093,2020-01-21 3:50,화성서부경찰서
6554,남자,1,30,0.1,2020-01-21 4:11,용인동부경찰서
6555,남자,1,47,0.084,2020-01-21 4:21,군포경찰서
6556,남자,1,25,0.175,2020-01-21 4:23,서울서대문경찰서
6557,남자,1,25,0.064,2020-01-21 4:31,부산북부경찰서
6558,남자,1,44,0.039,2020-01-21 4:32,서울서초경찰서
6559,남자,1,38,0.177,2020-01-21 4:33,하남경찰서
6560,남자,1,21,0.176,2020-01-21 4:48,영동경찰서
6561,남자,1,35,0.067,2020-01-21 4:58,여수경찰서
6562,남자,1,42,0.074,2020-01-21 5:10,서울강서경찰서
6563,남자,1,51,0.066,2020-01-21 5:11,서울구로경찰서
6564,남자,1,39,측정거부,2020-01-21 5:17,전주완산경찰서
6565,남자,1,48,0.074,2020-01-21 5:28,대전서부경찰서
